number	source	itemNum	status	優先順位	day	Part	word	tittle	audioFile	pronunciation	meaning	audioPath	exampleFile	example
359	キクタンTOEIC TEST SCORE 990	0359		形容詞：超必修112	23	"5,6"	comprehensive	"包括的な（≒inclusive）、広範囲な　 comprehensible（分かりやすい）
と混同しないように注意"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\comprehensive.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\comprehensive.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\comprehensive.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\comprehensive.mp3	
360	キクタンTOEIC TEST SCORE 990	0360		形容詞：超必修112	23	"5,6"	prospective	?見込みのある、期待される　?予想される、将来の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\prospective.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\prospective.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\prospective.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\prospective.mp3	
361	キクタンTOEIC TEST SCORE 990	0361		形容詞：超必修112	23	7	spacious	（家・部屋などが）広々とした、広い	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\spacious.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\spacious.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\spacious.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\spacious.mp3	
362	キクタンTOEIC TEST SCORE 990	0362		形容詞：超必修112	23	"5,6"	tentative	仮の、暫定的な	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\tentative.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\tentative.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\tentative.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\tentative.mp3	
363	キクタンTOEIC TEST SCORE 990	0363		形容詞：超必修112	23	7	qualified	（～の／…する）資格［免許］のある（for ～/to do）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\qualified.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\qualified.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\qualified.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\qualified.mp3	
364	キクタンTOEIC TEST SCORE 990	0364		形容詞：超必修112	23	1	alternate	"?交互の　?1つおきの　 ?代わりの（≒alternative）
代理人（≒substitute）
（/ lt? n?it/） ?（～の間を）行きつ戻りつする（between ～）　?（alternate
A with Bで）AをBと交互にする"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\alternate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\alternate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\alternate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\alternate.mp3	
365	キクタンTOEIC TEST SCORE 990	0365		形容詞：超必修112	23	"5,6"	defective	欠陥［欠点］のある（≒faulty）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\defective.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\defective.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\defective.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\defective.mp3	
366	キクタンTOEIC TEST SCORE 990	0366		形容詞：超必修112	23	"5,6"	durable	耐久性［力］のある、永続性のある（≒lasting）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\durable.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\durable.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\durable.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\durable.mp3	
367	キクタンTOEIC TEST SCORE 990	0367		形容詞：超必修112	23	"2,3"	upcoming	今度の、間近に迫った、近づく	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\upcoming.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\upcoming.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\upcoming.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\upcoming.mp3	
368	キクタンTOEIC TEST SCORE 990	0368		形容詞：超必修112	23	4	round-trip	（切符が）往復の（⇔one-way：片道の）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\round-trip.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\pronunciation\round-trip.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\meaning\round-trip.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day23\sentence\round-trip.mp3	
369	キクタンTOEIC TEST SCORE 990	0369		形容詞：超必修112	24	1	congested	?混雑した、密集した　?鼻が詰まった	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\congested.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\congested.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\congested.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\congested.mp3	
370	キクタンTOEIC TEST SCORE 990	0370		形容詞：超必修112	24	7	municipal	市［町］の、市営［町営］の、地方自治の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\municipal.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\municipal.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\municipal.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\municipal.mp3	
371	キクタンTOEIC TEST SCORE 990	0371		形容詞：超必修112	24	"5,6"	mandatory	"義務［強制］的な（≒compulsory, obligatory）（⇔voluntary：自発的な）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\mandatory.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\mandatory.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\mandatory.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\mandatory.mp3	
372	キクタンTOEIC TEST SCORE 990	0372		形容詞：超必修112	24	"5,6"	mutual	?相互の、互いの　?共通の（≒common）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\mutual.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\mutual.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\mutual.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\mutual.mp3	
373	キクタンTOEIC TEST SCORE 990	0373		形容詞：超必修112	24	7	unprecedented	前例［先例］のない、空前の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\unprecedented.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\unprecedented.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\unprecedented.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\unprecedented.mp3	
374	キクタンTOEIC TEST SCORE 990	0374		形容詞：超必修112	24	"5,6"	concise	"（説明などが）簡潔な（≒brief, succinct）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\concise.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\concise.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\concise.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\concise.mp3	
375	キクタンTOEIC TEST SCORE 990	0375		形容詞：超必修112	24	"5,6"	distinct	"?はっきりした、明瞭な（≒clear）　?（～と）（まるで）異なった、別個の
（from ～）（≒different）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\distinct.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\distinct.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\distinct.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\distinct.mp3	
376	キクタンTOEIC TEST SCORE 990	0376		形容詞：超必修112	24	4	memorable	（～で）記憶［注目］すべき、忘れられない（for ～）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\memorable.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\memorable.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\memorable.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\memorable.mp3	
377	キクタンTOEIC TEST SCORE 990	0377		形容詞：超必修112	24	"5,6"	multiple	"多数の、多種多様な（≒many, various）
（～の）倍数（of ～）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\multiple.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\multiple.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\multiple.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\multiple.mp3	
378	キクタンTOEIC TEST SCORE 990	0378		形容詞：超必修112	24	"2,3"	notable	"（～で）注目すべき、有名な（for ～）（≒noteworthy, famous）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\notable.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\notable.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\notable.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\notable.mp3	
379	キクタンTOEIC TEST SCORE 990	0379		形容詞：超必修112	24	4	automated	自動化された、オートメーション化された	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\automated.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\automated.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\automated.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\automated.mp3	
380	キクタンTOEIC TEST SCORE 990	0380		形容詞：超必修112	24	7	given	"特定［既定］の、定められた
既知の事実［状況］
～を考慮に入れると
（しばしばgiven thatで）～と仮定すると"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\given.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\given.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\given.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\given.mp3	
381	キクタンTOEIC TEST SCORE 990	0381		形容詞：超必修112	24	7	nutritious	栄養のある、栄養に富んだ	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\nutritious.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\nutritious.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\nutritious.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\nutritious.mp3	
382	キクタンTOEIC TEST SCORE 990	0382		形容詞：超必修112	24	7	ongoing	進行［継続］中の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\ongoing.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\ongoing.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\ongoing.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\ongoing.mp3	
383	キクタンTOEIC TEST SCORE 990	0383		形容詞：超必修112	24	4	accomplished	"?熟達［熟練］した（≒skilled, skillful）　?（事実が）既成［既定］の"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\accomplished.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\accomplished.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\accomplished.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\accomplished.mp3	
384	キクタンTOEIC TEST SCORE 990	0384		形容詞：超必修112	24	7	fragile	"?壊れやすい、もろい（≒delicate, frail）　?虚弱な"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\fragile.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\pronunciation\fragile.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\meaning\fragile.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day24\sentence\fragile.mp3	
385	キクタンTOEIC TEST SCORE 990	0385		形容詞：超必修112	25	"5,6"	unanimous	"?満場［全員］一致の　?（～で）意見が一致して（in ～）　
anonymous（匿名の）と混同しないように注意"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\unanimous.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\pronunciation\unanimous.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\meaning\unanimous.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\sentence\unanimous.mp3	
386	キクタンTOEIC TEST SCORE 990	0386		形容詞：超必修112	25	7	courteous	"（～に対して）礼儀正しい、親切［丁寧］な（to [with] ～）（≒polite,
well-mannered）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\courteous.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\pronunciation\courteous.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\meaning\courteous.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\sentence\courteous.mp3	
387	キクタンTOEIC TEST SCORE 990	0387		形容詞：超必修112	25	"5,6"	dependable	信頼できる、当てになる（≒reliable）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\dependable.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\pronunciation\dependable.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\meaning\dependable.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\sentence\dependable.mp3	
388	キクタンTOEIC TEST SCORE 990	0388		形容詞：超必修112	25	7	renowned	"（～で／…として）有名な、名高い（for ～／as . . .）（≒famous, wellknown,
distinguished, eminent, prominent）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\renowned.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\pronunciation\renowned.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\meaning\renowned.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\sentence\renowned.mp3	
389	キクタンTOEIC TEST SCORE 990	0389		形容詞：超必修112	25	"2,3"	challenging	（難しいが）やりがいのある、やる気をそそる、難しい、骨の折れる	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\challenging.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\pronunciation\challenging.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\meaning\challenging.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\sentence\challenging.mp3	
390	キクタンTOEIC TEST SCORE 990	0390		形容詞：超必修112	25	"5,6"	managerial	管理［経営］（者）の	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\managerial.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\managerial.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\meaning\managerial.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day25\sentence\managerial.mp3	
